,NITROGEN SHARE IN NPK (Percent),PHOSPHATE SHARE IN NPK (Percent),POTASH SHARE IN NPK (Percent),LENGTH OF GROWING PERIOD DAYS (Number),TOTAL AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),ANNUAL RAINFALL (Millimeters),crop_name,crop_yield
248,46.22,43.58,10.2,210.0,701.31,689.52,175.54,1139.65,RICE YIELD (Kg per ha),1000.0
249,52.08,43.51,4.41,210.0,701.31,690.53,175.3,1139.65,RICE YIELD (Kg per ha),1000.0
250,51.65,42.85,5.5,210.0,701.31,705.3,177.33,1202.5,RICE YIELD (Kg per ha),857.14
251,59.24,36.8,3.96,210.0,701.31,728.42,182.39,1413.3,RICE YIELD (Kg per ha),727.27
252,58.85,36.63,4.52,210.0,701.31,736.49,182.94,684.9,RICE YIELD (Kg per ha),670.0
253,58.01,35.65,6.33,210.0,701.31,735.65,181.76,1257.9,RICE YIELD (Kg per ha),0.0
254,59.26,32.61,8.13,210.0,701.31,752.63,185.97,1139.65,RICE YIELD (Kg per ha),0.0
255,59.14,33.39,7.48,210.0,701.31,768.8,189.68,1139.65,RICE YIELD (Kg per ha),730.0
256,56.39,36.05,7.56,178.0,819.54,788.16,157.27,953.475,RICE YIELD (Kg per ha),750.0
257,56.2,39.29,4.51,178.0,819.54,769.7,153.75,953.475,RICE YIELD (Kg per ha),846.15
258,58.39,36.96,4.65,178.0,819.54,781.41,155.86,759.4,RICE YIELD (Kg per ha),868.42
259,63.38,32.86,3.76,178.0,819.54,818.26,163.03,1296.7,RICE YIELD (Kg per ha),757.58
260,59.53,34.64,5.82,178.0,819.54,810.48,161.58,736.2,RICE YIELD (Kg per ha),670.0
261,63.04,31.86,5.09,178.0,819.54,817.88,163.0,1021.6,RICE YIELD (Kg per ha),0.0
262,61.35,31.12,7.53,178.0,819.54,831.96,166.33,953.475,RICE YIELD (Kg per ha),0.0
263,62.42,30.61,6.97,178.0,819.54,848.98,169.96,953.475,RICE YIELD (Kg per ha),1442.47
264,75.03,21.87,3.09,170.0,675.72,438.07,121.59,969.0500000000001,RICE YIELD (Kg per ha),683.42
265,71.07,27.08,1.85,170.0,675.72,440.07,122.06,969.0500000000001,RICE YIELD (Kg per ha),708.13
266,72.11,26.32,1.57,170.0,675.72,455.05,126.15,1014.0,RICE YIELD (Kg per ha),507.9
267,79.46,19.57,0.97,170.0,675.72,467.18,129.59,1292.9,RICE YIELD (Kg per ha),1292.24
268,75.13,21.54,3.33,170.0,675.72,464.44,128.52,793.2,RICE YIELD (Kg per ha),708.75
269,75.07,22.28,2.65,170.0,675.72,449.15,124.32,776.1,RICE YIELD (Kg per ha),755.33
270,75.93,22.06,2.01,170.0,675.72,456.59,127.7,969.0500000000001,RICE YIELD (Kg per ha),1175.88
271,76.47,20.52,3.01,170.0,675.72,470.09,131.34,969.0500000000001,RICE YIELD (Kg per ha),1230.37
272,57.77,29.21,13.03,195.0,1519.37,789.55,124.65,857.525,RICE YIELD (Kg per ha),767.44
273,61.02,31.64,7.33,195.0,1519.37,781.01,123.9,857.525,RICE YIELD (Kg per ha),805.56
274,60.59,30.43,8.98,195.0,1519.37,797.73,126.37,739.0,RICE YIELD (Kg per ha),799.35
275,64.29,27.89,7.83,195.0,1519.37,836.13,132.31,1033.0,RICE YIELD (Kg per ha),427.56
276,59.92,30.17,9.91,195.0,1519.37,871.59,138.72,857.4,RICE YIELD (Kg per ha),2000.0
277,62.3,29.21,8.49,195.0,1519.37,880.73,139.37,800.7,RICE YIELD (Kg per ha),335.0
278,61.24,29.61,9.15,195.0,1348.5,884.84,140.49,857.525,RICE YIELD (Kg per ha),660.0
279,60.43,29.07,10.5,195.0,1348.5,1000.56,157.69,857.525,RICE YIELD (Kg per ha),1100.0
280,49.58,29.51,20.9,201.0,1118.36,538.06,131.9,1248.85,RICE YIELD (Kg per ha),1360.47
281,51.45,32.6,15.95,201.0,1118.36,545.37,132.9,1248.85,RICE YIELD (Kg per ha),1236.84
282,51.75,30.66,17.59,201.0,1118.36,560.4,136.87,1159.5,RICE YIELD (Kg per ha),1515.69
283,64.53,24.1,11.37,201.0,1118.36,576.14,141.26,1456.4,RICE YIELD (Kg per ha),803.28
284,55.95,26.5,17.56,201.0,1118.36,580.96,142.7,1275.7,RICE YIELD (Kg per ha),1250.0
285,55.87,28.76,15.36,201.0,1118.36,579.96,143.46,1103.8,RICE YIELD (Kg per ha),475.71
286,57.97,24.11,17.92,201.0,1118.36,588.48,144.01,1248.85,RICE YIELD (Kg per ha),916.25
287,55.39,25.05,19.56,201.0,1118.36,626.55,152.98,1248.85,RICE YIELD (Kg per ha),573.85
288,49.29,46.22,4.49,210.0,934.25,930.21,168.66,1230.0,RICE YIELD (Kg per ha),1090.91
289,54.44,42.6,2.96,210.0,934.25,936.37,170.01,1230.0,RICE YIELD (Kg per ha),1687.02
290,57.9,39.56,2.54,210.0,934.25,975.5,176.29,1315.0,RICE YIELD (Kg per ha),2551.17
291,64.34,34.41,1.25,210.0,934.25,1008.06,181.87,1480.8,RICE YIELD (Kg per ha),3068.38
292,63.44,35.27,1.28,210.0,934.25,1003.84,181.87,941.7,RICE YIELD (Kg per ha),3202.83
293,63.28,35.28,1.44,210.0,934.25,983.83,179.42,1182.5,RICE YIELD (Kg per ha),3535.45
294,66.81,30.9,2.29,210.0,934.25,997.28,182.15,1230.0,RICE YIELD (Kg per ha),3944.58
295,64.22,34.36,1.42,210.0,934.25,1070.41,194.5,1230.0,RICE YIELD (Kg per ha),1975.03
296,53.8,44.47,1.73,224.0,848.75,607.45,139.75,1224.325,RICE YIELD (Kg per ha),1267.18
297,56.84,41.41,1.76,224.0,848.75,633.97,145.61,1224.325,RICE YIELD (Kg per ha),1427.91
298,58.99,40.18,0.83,224.0,848.75,667.4,153.34,1053.1,RICE YIELD (Kg per ha),1284.1
299,61.66,37.54,0.8,224.0,848.75,719.47,165.74,1601.4,RICE YIELD (Kg per ha),863.61
300,61.37,37.83,0.81,224.0,848.75,680.5,156.5,1036.8,RICE YIELD (Kg per ha),2501.24
301,62.7,36.2,1.11,224.0,848.75,709.93,164.93,1206.0,RICE YIELD (Kg per ha),2289.6
302,60.76,37.9,1.35,224.0,848.75,695.79,160.61,1224.325,RICE YIELD (Kg per ha),2256.74
303,62.26,36.41,1.34,224.0,848.75,722.95,166.92,1224.325,RICE YIELD (Kg per ha),2114.64
304,49.79,47.01,3.2,220.0,730.2,791.84,148.87,1151.475,RICE YIELD (Kg per ha),1000.0
305,48.88,48.05,3.07,220.0,730.2,788.42,148.74,1151.475,RICE YIELD (Kg per ha),1000.0
306,47.23,52.2,0.57,220.0,730.2,840.2,158.26,955.2,RICE YIELD (Kg per ha),1000.0
307,54.91,44.07,1.03,220.0,730.2,919.28,172.28,1614.7,RICE YIELD (Kg per ha),560.0
308,56.35,42.43,1.22,220.0,730.2,897.54,168.5,1020.6,RICE YIELD (Kg per ha),832.5
309,57.3,41.98,0.72,220.0,730.2,969.33,181.26,1015.4,RICE YIELD (Kg per ha),1333.33
310,59.24,39.52,1.24,220.0,730.2,971.94,182.52,1151.475,RICE YIELD (Kg per ha),1333.33
311,52.24,45.99,1.77,220.0,730.2,1004.51,188.54,1151.475,RICE YIELD (Kg per ha),2266.67
312,67.0,28.0,5.0,229.0,1007.8,630.59,148.01,1387.725,RICE YIELD (Kg per ha),1391.3
313,65.72,30.55,3.72,229.0,1007.8,567.85,133.29,1387.725,RICE YIELD (Kg per ha),1562.95
314,65.58,31.55,2.87,229.0,1007.8,601.87,136.91,1565.4,RICE YIELD (Kg per ha),2714.22
315,69.08,28.56,2.35,229.0,1007.8,604.46,137.2,1684.0,RICE YIELD (Kg per ha),2254.79
316,65.94,30.3,3.77,229.0,1007.8,607.62,140.99,1061.5,RICE YIELD (Kg per ha),2241.06
317,70.27,25.39,4.34,229.0,1007.8,602.11,138.98,1240.0,RICE YIELD (Kg per ha),1714.29
318,72.06,24.27,3.66,229.0,1007.8,599.57,143.79,1387.725,RICE YIELD (Kg per ha),1769.64
319,72.8,23.74,3.46,229.0,1007.8,632.41,147.77,1387.725,RICE YIELD (Kg per ha),1758.0
320,47.79,49.36,2.85,201.0,616.3,735.1,170.02,1286.9250000000002,RICE YIELD (Kg per ha),800.0
321,50.41,47.32,2.27,201.0,616.3,745.65,171.47,1286.9250000000002,RICE YIELD (Kg per ha),833.33
322,53.21,44.71,2.08,201.0,616.3,772.49,176.28,988.9,RICE YIELD (Kg per ha),809.52
323,58.53,40.54,0.93,201.0,616.3,783.95,178.54,1576.0,RICE YIELD (Kg per ha),666.67
324,55.52,42.75,1.73,201.0,616.3,789.99,179.71,1017.5,RICE YIELD (Kg per ha),670.0
325,55.35,42.17,2.47,201.0,616.3,795.24,180.54,1565.3,RICE YIELD (Kg per ha),1330.0
326,59.4,37.75,2.84,201.0,616.3,799.6,181.02,1286.9250000000002,RICE YIELD (Kg per ha),2660.0
327,60.78,37.13,2.09,201.0,616.3,808.36,183.18,1286.9250000000002,RICE YIELD (Kg per ha),648.7
328,41.05,53.55,5.4,210.0,618.62,777.86,170.44,1150.5749999999998,RICE YIELD (Kg per ha),1000.0
329,42.16,53.58,4.26,210.0,618.62,775.43,169.95,1150.5749999999998,RICE YIELD (Kg per ha),1000.0
330,49.14,47.04,3.83,210.0,618.62,784.6,170.79,898.9,RICE YIELD (Kg per ha),571.43
331,48.33,47.52,4.16,210.0,618.62,799.25,174.0,1371.3,RICE YIELD (Kg per ha),500.0
332,49.07,46.37,4.57,210.0,618.62,780.31,169.39,753.6,RICE YIELD (Kg per ha),0.0
333,48.15,46.68,5.17,210.0,618.62,787.14,171.23,1578.5,RICE YIELD (Kg per ha),0.0
334,50.7,44.35,4.95,210.0,618.62,796.96,173.15,1150.5749999999998,RICE YIELD (Kg per ha),0.0
335,52.37,41.85,5.78,210.0,618.62,826.83,177.81,1150.5749999999998,RICE YIELD (Kg per ha),800.0
336,57.14,37.64,5.22,224.0,999.27,879.61,178.39,1580.3000000000002,RICE YIELD (Kg per ha),2307.05
337,58.09,39.01,2.9,224.0,999.27,898.55,182.36,1580.3000000000002,RICE YIELD (Kg per ha),2011.54
338,61.9,36.64,1.47,224.0,999.27,914.53,184.25,1732.3,RICE YIELD (Kg per ha),2054.58
339,67.6,31.6,0.8,224.0,999.27,997.34,200.92,2102.8,RICE YIELD (Kg per ha),1577.03
340,63.26,34.82,1.92,224.0,999.27,970.55,194.1,1143.8,RICE YIELD (Kg per ha),1851.17
341,65.82,31.72,2.45,224.0,999.27,1012.13,202.22,1342.3,RICE YIELD (Kg per ha),2852.88
342,66.03,31.82,2.15,224.0,999.27,994.45,198.25,1580.3000000000002,RICE YIELD (Kg per ha),2300.49
343,60.97,35.49,3.54,224.0,999.27,1057.68,208.85,1580.3000000000002,RICE YIELD (Kg per ha),2285.45
344,59.16,24.26,16.58,185.0,910.65,637.64,137.84,1621.7,RICE YIELD (Kg per ha),1282.12
345,65.57,26.31,8.12,185.0,910.65,617.88,133.84,934.6,RICE YIELD (Kg per ha),1971.75
346,70.65,21.13,8.22,185.0,910.65,608.88,136.89,1289.2,RICE YIELD (Kg per ha),2537.01
347,69.61,22.06,8.33,185.0,910.65,592.96,136.86,1421.9,RICE YIELD (Kg per ha),1914.64
348,67.59,19.13,13.28,185.0,910.65,605.4,138.33,1274.3,RICE YIELD (Kg per ha),2251.58
349,67.41,23.89,8.7,185.0,910.65,594.94,134.7,952.4,RICE YIELD (Kg per ha),2459.96
350,64.22,22.04,13.73,185.0,910.65,599.15,136.8,1249.0166666666667,RICE YIELD (Kg per ha),2987.93
351,63.18,21.95,14.87,185.0,910.65,635.83,143.65,1249.0166666666667,RICE YIELD (Kg per ha),2635.76
352,61.72,22.74,15.54,171.0,1443.05,576.86,128.0,1793.8,RICE YIELD (Kg per ha),2040.45
353,69.64,21.75,8.61,171.0,1443.05,550.09,124.07,932.8,RICE YIELD (Kg per ha),1740.86
354,77.27,14.9,7.83,171.0,1443.05,546.4,128.74,1217.9,RICE YIELD (Kg per ha),1873.71
355,73.81,15.62,10.57,171.0,1443.05,547.85,131.12,1082.5,RICE YIELD (Kg per ha),2015.54
356,70.46,18.03,11.52,171.0,1443.05,549.2,132.86,1092.6,RICE YIELD (Kg per ha),2049.37
357,70.55,22.03,7.43,171.0,1443.05,536.83,129.92,1210.4,RICE YIELD (Kg per ha),2438.59
358,69.7,17.93,12.37,171.0,1443.05,526.31,126.16,1221.6666666666667,RICE YIELD (Kg per ha),2531.46
359,73.52,15.03,11.45,171.0,1443.05,525.53,125.95,1221.6666666666667,RICE YIELD (Kg per ha),2429.45
360,58.73,25.91,15.36,229.0,1080.7,714.12,167.78,1953.6,RICE YIELD (Kg per ha),3306.99
361,60.29,26.12,13.59,229.0,1080.7,636.36,153.83,845.0,RICE YIELD (Kg per ha),3491.14
362,63.48,24.53,11.99,229.0,1080.7,694.07,164.11,1445.3,RICE YIELD (Kg per ha),2747.49
363,65.26,23.1,11.63,229.0,1080.7,691.55,165.89,1120.2,RICE YIELD (Kg per ha),2994.24
364,61.89,20.63,17.48,229.0,1260.16,683.86,157.06,635.7,RICE YIELD (Kg per ha),3966.38
365,62.55,22.99,14.46,229.0,1280.53,679.31,155.86,1099.1,RICE YIELD (Kg per ha),3786.79
366,61.34,23.51,15.15,229.0,1280.53,682.57,161.33,1183.15,RICE YIELD (Kg per ha),4237.51
367,58.71,21.51,19.78,229.0,1280.53,666.04,155.89,1183.15,RICE YIELD (Kg per ha),4327.61
368,52.09,27.24,20.68,210.0,774.2,768.36,160.03,1733.4,RICE YIELD (Kg per ha),3264.52
369,55.7,28.29,16.01,210.0,774.2,694.81,163.1,899.3,RICE YIELD (Kg per ha),3596.77
370,58.4,26.01,15.6,210.0,774.2,699.1,148.08,1611.9,RICE YIELD (Kg per ha),3051.62
371,57.65,24.81,17.53,210.0,774.2,696.99,164.51,1006.1,RICE YIELD (Kg per ha),3191.34
372,57.14,23.95,18.91,210.0,850.67,691.11,147.58,861.1,RICE YIELD (Kg per ha),3968.63
373,55.11,28.25,16.65,210.0,850.67,693.23,145.62,1053.9,RICE YIELD (Kg per ha),3859.61
374,52.6,26.89,20.51,210.0,850.66,687.42,149.52,1194.2833333333333,RICE YIELD (Kg per ha),4171.38
375,52.41,24.47,23.13,210.0,850.66,696.59,152.88,1194.2833333333333,RICE YIELD (Kg per ha),4307.75
376,55.88,28.86,15.26,185.0,872.7,787.42,154.77,1770.8,RICE YIELD (Kg per ha),3069.43
377,59.5,30.75,9.75,185.0,872.7,726.44,154.68,876.5,RICE YIELD (Kg per ha),3718.49
378,59.65,29.14,11.21,185.0,872.7,700.62,140.14,1509.6,RICE YIELD (Kg per ha),3593.24
379,64.3,25.05,10.65,185.0,872.7,728.5,155.68,1317.3,RICE YIELD (Kg per ha),3235.49
380,59.97,26.24,13.8,185.0,872.7,677.0,139.4,622.9,RICE YIELD (Kg per ha),3467.57
381,59.64,28.08,12.29,185.0,872.7,609.36,132.31,944.8,RICE YIELD (Kg per ha),3455.86
382,60.3,25.61,14.08,185.0,872.7,624.32,133.61,1173.6499999999999,RICE YIELD (Kg per ha),3879.35
383,58.54,27.08,14.38,185.0,872.7,649.05,136.22,1173.6499999999999,RICE YIELD (Kg per ha),3988.57
384,53.73,34.32,11.94,164.0,1949.9,1216.99,127.55,1460.5,RICE YIELD (Kg per ha),2715.51
385,58.47,33.73,7.8,164.0,1949.9,1122.07,123.21,610.9,RICE YIELD (Kg per ha),3790.21
386,64.02,28.95,7.03,164.0,1949.9,1032.63,120.77,1012.7,RICE YIELD (Kg per ha),3504.99
387,66.72,27.9,5.38,164.0,1949.9,1179.76,126.77,1161.5,RICE YIELD (Kg per ha),3421.25
388,64.44,27.15,8.42,164.0,1949.9,1088.05,121.72,681.4,RICE YIELD (Kg per ha),3891.24
389,59.84,32.23,7.93,164.0,1949.9,958.78,118.36,713.5,RICE YIELD (Kg per ha),3033.49
390,59.5,30.77,9.72,164.0,1949.9,962.44,119.2,940.0833333333334,RICE YIELD (Kg per ha),4124.67
391,60.17,31.16,8.67,164.0,1949.9,1024.97,121.34,940.0833333333334,RICE YIELD (Kg per ha),4175.12
392,56.85,31.5,11.65,134.0,1977.39,750.44,118.95,1397.6,RICE YIELD (Kg per ha),3640.34
393,59.43,30.92,9.65,134.0,1977.39,690.43,115.1,1087.0,RICE YIELD (Kg per ha),3984.22
394,66.6,24.47,8.93,134.0,1977.39,667.34,111.54,911.0,RICE YIELD (Kg per ha),4054.89
395,66.76,24.88,8.36,134.0,1977.39,635.93,110.06,871.8,RICE YIELD (Kg per ha),4011.42
396,65.29,23.69,11.03,134.0,1977.39,624.53,111.87,705.3,RICE YIELD (Kg per ha),4001.19
397,64.78,26.74,8.48,134.0,1977.39,696.39,105.1,1385.3,RICE YIELD (Kg per ha),4449.4
398,61.03,25.16,13.81,134.0,1977.39,571.9,112.5,1059.6666666666667,RICE YIELD (Kg per ha),4183.55
399,62.5,24.27,13.22,134.0,1977.39,571.29,103.14,1059.6666666666667,RICE YIELD (Kg per ha),4558.52
400,48.26,38.49,13.25,148.0,2047.82,1140.98,114.39,824.1,RICE YIELD (Kg per ha),2961.26
401,51.67,39.76,8.57,148.0,2047.82,1064.02,109.44,500.4,RICE YIELD (Kg per ha),3566.47
402,55.84,34.72,9.44,148.0,2047.82,1101.16,108.55,609.3,RICE YIELD (Kg per ha),3757.06
403,60.54,30.56,8.9,148.0,2047.82,1111.91,109.82,703.4,RICE YIELD (Kg per ha),3696.13
404,58.56,32.2,9.23,148.0,2047.82,1094.79,108.39,628.9,RICE YIELD (Kg per ha),3865.01
405,55.17,36.55,8.28,148.0,2047.82,1015.53,107.29,470.3,RICE YIELD (Kg per ha),3192.9
406,54.13,35.67,10.19,148.0,2047.82,1065.17,110.45,622.7333333333332,RICE YIELD (Kg per ha),3977.44
407,57.18,32.74,10.08,148.0,2047.82,1041.63,111.07,622.7333333333332,RICE YIELD (Kg per ha),3570.06
408,47.02,32.91,20.07,120.0,1913.0,1180.08,107.0,755.9,RICE YIELD (Kg per ha),2866.22
409,49.46,36.63,13.91,120.0,1913.0,1114.08,106.29,482.0,RICE YIELD (Kg per ha),2467.02
410,58.91,32.33,8.76,120.0,1913.0,1083.52,106.24,536.0,RICE YIELD (Kg per ha),2631.67
411,57.59,29.11,13.3,120.0,1913.0,1106.37,106.49,501.7,RICE YIELD (Kg per ha),2176.73
412,58.64,28.91,12.45,120.0,1913.0,942.31,106.07,437.8,RICE YIELD (Kg per ha),2825.4
413,55.88,30.78,13.34,120.0,1913.0,920.18,108.23,708.8,RICE YIELD (Kg per ha),2904.52
414,52.97,34.83,12.2,120.0,1913.0,919.51,102.85,570.3666666666667,RICE YIELD (Kg per ha),2509.33
415,50.06,34.16,15.78,120.0,1913.0,842.17,106.03,570.3666666666667,RICE YIELD (Kg per ha),2793.52
416,45.41,36.07,18.52,165.0,1535.9,535.6,132.8,907.4,RICE YIELD (Kg per ha),1840.72
417,46.74,37.15,16.11,165.0,1535.9,432.97,122.74,658.7,RICE YIELD (Kg per ha),2943.6
418,56.06,28.69,15.25,165.0,1535.9,425.11,119.41,558.2,RICE YIELD (Kg per ha),2627.64
419,60.09,30.08,9.83,165.0,1535.9,418.87,117.37,689.2,RICE YIELD (Kg per ha),2843.09
420,63.35,24.57,12.08,165.0,1535.9,354.73,115.05,432.6,RICE YIELD (Kg per ha),3613.86
421,60.74,28.07,11.19,165.0,1535.9,396.86,116.63,1012.5,RICE YIELD (Kg per ha),3058.37
422,57.32,30.4,12.28,165.0,1535.9,375.05,110.81,709.7666666666668,RICE YIELD (Kg per ha),3291.14
423,56.1,28.7,15.2,165.0,1535.9,371.03,110.49,709.7666666666668,RICE YIELD (Kg per ha),2542.13
424,58.76,26.9,14.34,164.0,1515.1,437.63,115.39,1086.0,RICE YIELD (Kg per ha),3006.5
425,61.6,26.1,12.3,164.0,1515.1,408.35,115.09,952.5,RICE YIELD (Kg per ha),3305.22
426,65.78,22.71,11.51,164.0,1515.1,401.09,113.01,1002.5,RICE YIELD (Kg per ha),3607.87
427,67.01,19.56,13.43,164.0,1515.1,417.07,112.2,856.0,RICE YIELD (Kg per ha),3389.89
428,68.5,19.87,11.63,164.0,1515.1,378.84,112.48,600.4,RICE YIELD (Kg per ha),3232.12
429,69.8,21.5,8.71,164.0,1515.1,430.2,115.75,1418.9,RICE YIELD (Kg per ha),3795.24
430,61.37,26.08,12.55,164.0,1515.1,404.22,112.56,986.0500000000001,RICE YIELD (Kg per ha),3644.56
431,63.48,23.39,13.13,164.0,1515.1,420.58,116.21,986.0500000000001,RICE YIELD (Kg per ha),3797.99
432,48.52,30.18,21.3,150.0,21.7,0.0,0.0,1019.1,RICE YIELD (Kg per ha),2599.31
433,55.61,34.24,10.15,150.0,21.7,0.0,0.0,599.3,RICE YIELD (Kg per ha),2360.89
434,58.2,29.17,12.63,150.0,21.7,0.0,0.0,778.8,RICE YIELD (Kg per ha),2405.28
435,61.78,25.11,13.11,150.0,21.7,0.0,0.0,1088.9,RICE YIELD (Kg per ha),2283.97
436,58.54,31.22,10.24,150.0,21.7,0.0,0.0,607.7,RICE YIELD (Kg per ha),2614.97
437,54.54,29.31,16.14,150.0,21.7,0.0,0.0,515.9,RICE YIELD (Kg per ha),2529.24
438,55.49,32.58,11.94,150.0,19.25,0.0,0.0,768.2833333333334,RICE YIELD (Kg per ha),2858.43
439,53.89,27.48,18.63,150.0,19.25,0.0,0.0,768.2833333333334,RICE YIELD (Kg per ha),2983.71
440,63.24,25.08,11.68,141.0,795.6,524.44,169.53,1080.3,RICE YIELD (Kg per ha),3809.4
441,66.12,25.61,8.26,141.0,795.6,563.79,167.13,959.7,RICE YIELD (Kg per ha),3741.97
442,69.3,22.83,7.86,141.0,795.6,533.12,163.35,845.4,RICE YIELD (Kg per ha),3815.25
443,76.07,19.57,4.36,141.0,795.6,605.38,167.19,1341.7,RICE YIELD (Kg per ha),4003.64
444,76.69,18.19,5.11,141.0,795.6,449.7,155.05,646.7,RICE YIELD (Kg per ha),3665.92
445,65.22,25.1,9.68,141.0,795.6,355.24,136.07,661.3,RICE YIELD (Kg per ha),2680.71
446,73.37,20.46,6.17,141.0,788.91,584.79,170.14,922.5166666666668,RICE YIELD (Kg per ha),4011.74
447,69.29,22.36,8.35,141.0,788.91,552.14,155.13,922.5166666666668,RICE YIELD (Kg per ha),3626.14
448,55.2,31.17,13.63,165.0,970.0,609.44,134.93,923.7,RICE YIELD (Kg per ha),3561.98
449,63.55,28.37,8.08,165.0,970.0,599.84,124.75,600.8,RICE YIELD (Kg per ha),2969.86
450,72.45,23.47,4.08,165.0,970.0,620.85,126.05,843.0,RICE YIELD (Kg per ha),3376.22
451,80.09,16.34,3.57,165.0,970.0,651.1,123.17,1068.1,RICE YIELD (Kg per ha),3652.63
452,78.66,17.05,4.29,165.0,970.0,552.63,116.9,512.1,RICE YIELD (Kg per ha),3274.24
453,74.42,21.39,4.19,165.0,970.0,529.15,115.9,509.0,RICE YIELD (Kg per ha),2848.76
454,74.34,21.42,4.24,165.0,1013.38,660.97,119.41,742.7833333333333,RICE YIELD (Kg per ha),3707.62
455,53.16,36.09,10.76,165.0,1013.38,638.75,117.51,742.7833333333333,RICE YIELD (Kg per ha),3406.18
456,53.8,33.84,12.35,141.0,1843.2,934.5,112.48,755.1,RICE YIELD (Kg per ha),2774.63
457,54.95,37.58,7.46,141.0,1843.2,963.24,111.54,494.4,RICE YIELD (Kg per ha),2304.64
458,64.29,29.49,6.22,141.0,1843.2,949.12,110.94,632.7,RICE YIELD (Kg per ha),2679.01
459,63.54,29.87,6.6,141.0,1843.2,1017.5,111.39,910.8,RICE YIELD (Kg per ha),2838.76
460,67.09,26.79,6.12,141.0,1843.2,978.29,112.97,601.1,RICE YIELD (Kg per ha),2600.61
461,63.2,29.5,7.3,141.0,1843.16,903.45,108.12,471.9,RICE YIELD (Kg per ha),2233.28
462,68.22,28.59,3.18,141.0,1700.11,951.06,112.74,644.3333333333334,RICE YIELD (Kg per ha),2696.59
463,62.96,29.77,7.27,141.0,1700.11,1000.38,113.28,644.3333333333334,RICE YIELD (Kg per ha),2459.12
464,59.16,31.27,9.57,175.0,1424.0,763.82,135.81,841.9,RICE YIELD (Kg per ha),3265.84
465,60.49,32.78,6.73,175.0,1424.0,706.26,123.19,496.1,RICE YIELD (Kg per ha),2940.57
466,67.09,26.38,6.53,175.0,1424.0,683.66,119.03,673.9,RICE YIELD (Kg per ha),3279.64
467,72.41,23.03,4.56,175.0,1424.0,880.76,127.4,1146.3,RICE YIELD (Kg per ha),3061.13
468,69.75,22.83,7.42,175.0,1424.0,729.92,125.16,543.2,RICE YIELD (Kg per ha),3220.24
469,66.19,26.55,7.26,175.0,1424.0,669.16,117.19,637.5,RICE YIELD (Kg per ha),2916.61
470,67.41,23.53,9.06,175.0,1422.81,830.53,126.17,723.15,RICE YIELD (Kg per ha),3526.82
471,61.87,27.64,10.49,175.0,1422.81,893.27,126.68,723.15,RICE YIELD (Kg per ha),3325.09
472,64.87,21.94,13.19,201.0,1284.6,710.97,134.61,1277.9,RICE YIELD (Kg per ha),3209.77
473,64.24,27.56,8.2,201.0,1284.6,669.88,126.3,736.3,RICE YIELD (Kg per ha),2558.23
474,72.65,20.5,6.85,201.0,1284.6,693.0,133.55,1231.9,RICE YIELD (Kg per ha),3285.58
475,80.1,16.56,3.34,201.0,1284.6,741.59,136.11,1366.5,RICE YIELD (Kg per ha),3141.14
476,74.33,19.02,6.65,201.0,1284.6,596.01,129.42,739.7,RICE YIELD (Kg per ha),3080.35
477,67.77,22.8,9.42,201.0,1284.6,619.2,125.85,980.1,RICE YIELD (Kg per ha),3164.19
478,69.65,20.44,9.91,201.0,1587.41,775.94,130.7,1055.4,RICE YIELD (Kg per ha),3539.43
479,71.93,18.53,9.54,201.0,1587.41,787.27,128.88,1055.4,RICE YIELD (Kg per ha),2908.75
480,60.13,25.84,14.03,185.0,1602.9,570.37,118.99,1662.6,RICE YIELD (Kg per ha),3225.98
481,61.79,30.35,7.86,185.0,1602.9,516.03,112.78,868.4,RICE YIELD (Kg per ha),2490.41
482,71.9,21.62,6.48,185.0,1602.9,509.92,111.86,1521.1,RICE YIELD (Kg per ha),3075.14
483,71.57,22.15,6.28,185.0,1602.9,555.88,116.23,1503.2,RICE YIELD (Kg per ha),2999.69
484,69.68,21.68,8.64,185.0,1326.61,452.83,111.55,819.6,RICE YIELD (Kg per ha),3130.74
485,61.06,28.63,10.31,185.0,1326.61,419.59,109.81,997.1,RICE YIELD (Kg per ha),3034.34
486,63.61,27.23,9.16,185.0,1080.96,414.19,115.28,1228.6666666666667,RICE YIELD (Kg per ha),3683.86
487,54.96,31.84,13.19,185.0,1080.96,462.52,124.4,1228.6666666666667,RICE YIELD (Kg per ha),3176.26
488,64.98,22.14,12.87,182.0,1182.3,812.05,158.69,1195.2,RICE YIELD (Kg per ha),3543.35
489,67.65,25.65,6.7,182.0,1182.3,780.72,146.88,658.0,RICE YIELD (Kg per ha),3261.84
490,74.45,19.96,5.59,182.0,1182.3,756.96,136.86,1046.5,RICE YIELD (Kg per ha),3547.94
491,76.71,17.43,5.86,182.0,1182.3,871.65,152.72,1427.7,RICE YIELD (Kg per ha),3591.3
492,72.23,20.6,7.17,182.0,1182.3,699.62,136.91,733.1,RICE YIELD (Kg per ha),3559.1
493,71.96,20.02,8.02,182.0,1182.3,536.82,127.64,811.0,RICE YIELD (Kg per ha),3250.94
494,66.57,18.49,14.94,182.0,1086.4,720.43,148.36,978.5833333333334,RICE YIELD (Kg per ha),3948.09
495,61.57,29.34,9.08,182.0,1086.4,666.89,132.78,978.5833333333334,RICE YIELD (Kg per ha),3342.24
